film_id,film_title,original_language,overview,year
136698,Underground: The Julian Assange Story,English,"Julian Assange is one of the most significant figures of the twenty first century. But before he was famous, before WikiLeaks, before the internet even existed, he was a teenage computer hacker in Melbourne. This is his story.  In 1989, known as ‘Mendax’, Assange and two friends formed a group called the ‘International Subversives’. Using early home computers and defining themselves as ‘white hat hackers’ - those who look but don’t steal – they broke into some of the world’s most powerful and secretive organisations. They were young, brilliant, and in the eyes of the US Government, a major threat to national security.",2012
68727,Trance,English,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.",2013
102524,The Machine That Kills Bad People,Italian,"A demon bestows on a self-righteous working photographer's camera the power to smite from the Earth ""evil-doers"".",1952
54093,Killing Bono,English,"Neil and Ivan McCormick, two Irish brothers who attempt to become rock stars but can only look on as their high school friends U2 become the biggest band in the world.",2011
133698,Fly Me to the Moon,French,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend.",2012
85449,Skylab,French,"It is 1979 and Albertine, 10, and all her family members have gathered in Brittany to celebrate the birthday of her grandmother. Everyone thinks that the Skylab space station from NASA will fall on their heads this summer. The meeting turns into a crazy weekend full of revelations, love and song.",2011
92484,The Fourth State,German,A journalist gets caught up in a terrorist plot in Moscow while investigating the Russian secret service.,2012
59963,Dark Tide,English,"A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley.""",2012
24527,Undefeatable,English,"The film follows Kristi Jones (Cynthia Rothrock) who, along with her gang, take part in Mafia-run street fights to earn money for her sister's college education. Kristi's sister hopes to become a doctor and pay for Kristi's education.",1993
126250,Love Is All You Need,Danish,"Romantic comedy from Academy Award winner Susanne Bier (Brothers, In a Better World), about two very different families brought together for a wedding in a beautiful old Italian villa.",2012
78056,U2: From the Sky Down,English,"This documentary film is about the making of U2's Achtung Baby. In 2011, U2 returned to Hansa Studios in Berlin to discuss the making of Achtung Baby. This film is directed by Davis Guggenheim. Screened in the UK as part of the BBC's Imagine series, this film was the first ever documentary to open the prestigious Toronto International Film Festival. Included is bonus footage of ""So Cruel,"" ""Love is Blindness,"" and ""The Fly"" shot in May 2010 during the band's visit to Hansa Studios to mark the 20th anniversary of Achtung Baby. Also included is a Q&amp;A with Bono, The Edge, and Davis Guggenheim filmed at the Toronto International Film Festival in September 2011.",2011
103707,Afghan Luke,English,"Disheartened when his story about Canadian snipers possibly mutilating corpses in Afghanistan is buried, Luke (Nick Stahl) quits his job but is even more determined to return to Afghanistan to get the real story. With his offbeat buddy, Tom (Nicolas Wright), tagging along, Luke returns to Afghanistan and intends to gather enough evidence to get his old story into print. But he soon finds that the country is an even more dangerous place than when he left. To make matters worse, his old friend and fixer, Mateen (Stephen Lobo) has been hired away by Luke's journalistic nemesis, Imran Sahar (Vik Sahay). Soon the trip for Luke and Tom in Afghanistan turns into a surreal and perilous adventure, a journey into an alternate reality, filtered through a haze of gun smoke.",2011
110420,Wolf Children,Japanese,"Hana, a nineteen-year-old college student, falls in love with a man only for him to reveal his secret; he is a Wolf Man. Eventually the couple bear two children together; a son and daughter they name Ame and Yuki who both inherit the ability to transform into wolves from their father. When the man Hana fell in love with suddenly dies, she makes the decision to move to a rural town isolated from society to continue raising the children in protection.",2012
43023,Konga,English,"Dr.Decker comes back from Africa after a year, presumed dead. During that year, he came across a way of growing plants and animals to an enormous size. He brings back a baby chimpanzee to test out his theory. As he has many enemies at home, he decides to use his chimp, 'Konga' to 'get rid of them'. Then Konga grows to gigantic proportions and reaks havoc all over the city of London!!",1961
78432,Before Your Eyes,German,"After their parents are murdered, two young Kurdish children are forced to live on the street",2009
84204,Grabbers,English,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",2012
